,Identifiant,Demande,latitude,longitude,entrepot,client 1
0,1d090148-01b6-431a-a561-dd66a0777dd6,0.0,48.942985,2.310899,0.0,0.3976205661893876
1,c8f0d048-9c17-449a-b650-dd671b6ee335,0.9,49.0629661,1.9318124,0.3976205661893876,0.0
