,Identifiant,Demande,latitude,longitude,entrepot,client 1,client 2,client 3
0,1c172dc7-8e5b-4eab-93d7-170b11d9d376,0.0,48.902305,2.367363,0.0,0.12405695196582113,0.3079945143901826,0.3326197720603065
1,0c25c788-afed-41b3-be00-cb7a2263978e,0.8300000000000001,48.8151569,2.4556542,0.12405695196582113,0.0,0.21608033288963593,0.4306536773884356
2,6503bebf-ad91-46df-9b4d-50531c9d51a9,0.5,48.60065720000001,2.4295661,0.3079945143901826,0.21608033288963593,0.0,0.4993170308774204
3,c2af7707-df1a-452a-a77f-7678b6b8e949,0.68,48.90635620000001,2.0347679,0.3326197720603065,0.4306536773884356,0.4993170308774204,0.0
