,Identifiant,Demande,latitude,longitude,entrepot,client 1,client 2,client 3
0,0,0.0,48.754897,2.366262,0.0,3854.0,1245.0,2810.0
1,20,0.77,48.9532382,1.5416446,4084.0,0.0,4124.0,6248.0
2,57,0.51,48.8885631,2.4714522,1204.0,3969.0,0.0,2374.0
3,59,0.36,48.7016752,2.8801813,2723.0,6094.0,2301.0,0.0
