,Identifiant,Demande,latitude,longitude,entrepot,client 1,client 2,client 3
0,8,0.0,48.898284000000004,2.36538,0.0,703.0,1482.0,2608.0
1,23,0.41000000000000003,48.8849572,2.2552535,690.0,0.0,878.0,2505.0
2,46,0.32,48.8593918,2.1397678,1421.0,813.0,0.0,2644.0
3,69,0.93,48.5912441,2.22251,2624.0,2616.0,2677.0,0.0
