,Identifiant,Demande,latitude,longitude,entrepot,client 1,client 2,client 3,client 4,client 5,client 6,client 7
0,11,0.0,48.990935,2.542882,0.0,0.46696450918111715,0.11249239904437743,0.3440293014280187,0.1660386005044018,0.40639544087704066,0.5151053407102748,0.4700683960932068
1,20,0.6,48.63663010000001,2.2387046,0.46696450918111715,0.0,0.5266834212809786,0.13085124750753013,0.3271477393172715,0.19422193932885215,0.33814545188143513,0.4397141985005268
2,29,0.44,49.0945074,2.498981,0.11249239904437743,0.5266834212809786,0.0,0.3967974438198525,0.2001291166372852,0.49870477076326447,0.5008938772564953,0.42590873290224945
3,33,0.31,48.7565593,2.2910404,0.3440293014280187,0.13085124750753013,0.3967974438198525,0.0,0.19680444303604883,0.2085541520682277,0.29684121261351804,0.3599010317536346
4,34,0.73,48.9268405,2.3897131000000003,0.1660386005044018,0.3271477393172715,0.2001291166372852,0.19680444303604883,0.0,0.32860889642230207,0.35553579503269384,0.3353178369724176
5,41,0.9,48.60065720000001,2.4295661,0.40639544087704066,0.19422193932885215,0.49870477076326447,0.2085541520682277,0.32860889642230207,0.0,0.4993170308774204,0.5679683017824531
6,44,0.28,48.90635620000001,2.0347679,0.5151053407102748,0.33814545188143513,0.5008938772564953,0.29684121261351804,0.35553579503269384,0.4993170308774204,0.0,0.14473804592133652
7,46,0.5700000000000001,49.045113,2.0759462,0.4700683960932068,0.4397141985005268,0.42590873290224945,0.3599010317536346,0.3353178369724176,0.5679683017824531,0.14473804592133652,0.0
