,Identifiant,Demande,latitude,longitude,entrepot,client 1,client 2,client 3
0,7,0.0,48.953458000000005,2.193233,0.0,2707.0,2961.0,1320.0
1,21,0.65,48.6738993,2.3769104,2782.0,0.0,758.0,1888.0
2,22,0.68,48.6110677,2.4302085,3106.0,794.0,0.0,2221.0
3,40,0.61,48.8849684,2.3556998,1356.0,1880.0,2137.0,0.0
