0.000000000000000000e+00,5.090000000000000000e+02,1.816000000000000000e+03,1.515000000000000000e+03,9.980000000000000000e+02,6.150000000000000000e+02,1.878000000000000000e+03,2.238000000000000000e+03,1.427000000000000000e+03,1.969000000000000000e+03,2.924000000000000000e+03,2.179000000000000000e+03,1.717000000000000000e+03,2.110000000000000000e+03,1.827000000000000000e+03,2.796000000000000000e+03,7.670000000000000000e+02,8.920000000000000000e+02,5.640000000000000000e+02,1.399000000000000000e+03
5.380000000000000000e+02,0.000000000000000000e+00,2.064000000000000000e+03,1.711000000000000000e+03,1.187000000000000000e+03,9.730000000000000000e+02,2.043000000000000000e+03,2.427000000000000000e+03,1.622000000000000000e+03,2.165000000000000000e+03,3.113000000000000000e+03,2.427000000000000000e+03,2.075000000000000000e+03,2.299000000000000000e+03,2.016000000000000000e+03,2.985000000000000000e+03,9.750000000000000000e+02,1.004000000000000000e+03,9.230000000000000000e+02,1.594000000000000000e+03
1.743000000000000000e+03,2.042000000000000000e+03,0.000000000000000000e+00,6.830000000000000000e+02,1.689000000000000000e+03,1.602000000000000000e+03,2.988000000000000000e+03,1.701000000000000000e+03,9.050000000000000000e+02,1.094000000000000000e+03,2.087000000000000000e+03,5.380000000000000000e+02,1.613000000000000000e+03,1.253000000000000000e+03,1.435000000000000000e+03,1.982000000000000000e+03,1.790000000000000000e+03,2.192000000000000000e+03,1.547000000000000000e+03,9.520000000000000000e+02
1.488000000000000000e+03,1.717000000000000000e+03,6.890000000000000000e+02,0.000000000000000000e+00,1.237000000000000000e+03,1.348000000000000000e+03,2.671000000000000000e+03,1.360000000000000000e+03,5.090000000000000000e+02,7.540000000000000000e+02,1.769000000000000000e+03,1.052000000000000000e+03,1.564000000000000000e+03,9.120000000000000000e+02,1.095000000000000000e+03,1.642000000000000000e+03,1.465000000000000000e+03,1.876000000000000000e+03,1.292000000000000000e+03,4.930000000000000000e+02
1.014000000000000000e+03,1.129000000000000000e+03,1.640000000000000000e+03,1.251000000000000000e+03,0.000000000000000000e+00,1.315000000000000000e+03,1.841000000000000000e+03,1.466000000000000000e+03,8.850000000000000000e+02,1.184000000000000000e+03,2.121000000000000000e+03,2.003000000000000000e+03,1.968000000000000000e+03,1.308000000000000000e+03,1.055000000000000000e+03,1.994000000000000000e+03,6.440000000000000000e+02,9.200000000000000000e+02,1.370000000000000000e+03,9.640000000000000000e+02
5.430000000000000000e+02,1.052000000000000000e+03,1.654000000000000000e+03,1.385000000000000000e+03,1.298000000000000000e+03,0.000000000000000000e+00,2.422000000000000000e+03,2.456000000000000000e+03,1.307000000000000000e+03,1.850000000000000000e+03,2.865000000000000000e+03,2.016000000000000000e+03,1.555000000000000000e+03,2.008000000000000000e+03,2.067000000000000000e+03,2.738000000000000000e+03,1.235000000000000000e+03,1.435000000000000000e+03,9.000000000000000000e+01,1.279000000000000000e+03
1.957000000000000000e+03,2.092000000000000000e+03,3.014000000000000000e+03,2.732000000000000000e+03,1.973000000000000000e+03,2.392000000000000000e+03,0.000000000000000000e+00,2.360000000000000000e+03,2.295000000000000000e+03,2.390000000000000000e+03,3.025000000000000000e+03,3.377000000000000000e+03,3.495000000000000000e+03,2.514000000000000000e+03,1.945000000000000000e+03,2.743000000000000000e+03,1.881000000000000000e+03,1.330000000000000000e+03,2.342000000000000000e+03,2.332000000000000000e+03
2.244000000000000000e+03,2.359000000000000000e+03,1.636000000000000000e+03,1.348000000000000000e+03,1.393000000000000000e+03,2.440000000000000000e+03,2.249000000000000000e+03,0.000000000000000000e+00,1.186000000000000000e+03,8.440000000000000000e+02,1.156000000000000000e+03,1.999000000000000000e+03,2.750000000000000000e+03,9.680000000000000000e+02,5.180000000000000000e+02,1.029000000000000000e+03,1.875000000000000000e+03,1.800000000000000000e+03,2.479000000000000000e+03,1.233000000000000000e+03
1.508000000000000000e+03,1.615000000000000000e+03,8.280000000000000000e+02,4.930000000000000000e+02,9.180000000000000000e+02,1.342000000000000000e+03,2.243000000000000000e+03,1.206000000000000000e+03,0.000000000000000000e+00,6.000000000000000000e+02,1.615000000000000000e+03,1.191000000000000000e+03,1.873000000000000000e+03,7.580000000000000000e+02,9.400000000000000000e+02,1.488000000000000000e+03,1.244000000000000000e+03,1.448000000000000000e+03,1.397000000000000000e+03,8.600000000000000000e+01
2.037000000000000000e+03,2.170000000000000000e+03,1.050000000000000000e+03,7.630000000000000000e+02,1.212000000000000000e+03,1.897000000000000000e+03,2.304000000000000000e+03,8.390000000000000000e+02,6.000000000000000000e+02,0.000000000000000000e+00,1.226000000000000000e+03,1.413000000000000000e+03,2.165000000000000000e+03,2.160000000000000000e+02,5.730000000000000000e+02,1.098000000000000000e+03,1.681000000000000000e+03,1.719000000000000000e+03,1.893000000000000000e+03,6.480000000000000000e+02
3.004000000000000000e+03,3.119000000000000000e+03,2.011000000000000000e+03,1.821000000000000000e+03,2.148000000000000000e+03,2.956000000000000000e+03,2.909000000000000000e+03,1.178000000000000000e+03,1.659000000000000000e+03,1.305000000000000000e+03,0.000000000000000000e+00,2.176000000000000000e+03,3.223000000000000000e+03,1.429000000000000000e+03,1.554000000000000000e+03,5.050000000000000000e+02,2.617000000000000000e+03,2.655000000000000000e+03,2.952000000000000000e+03,1.706000000000000000e+03
2.126000000000000000e+03,2.426000000000000000e+03,5.250000000000000000e+02,1.067000000000000000e+03,1.983000000000000000e+03,1.986000000000000000e+03,3.281000000000000000e+03,1.994000000000000000e+03,1.198000000000000000e+03,1.388000000000000000e+03,2.169000000000000000e+03,0.000000000000000000e+00,1.751000000000000000e+03,1.546000000000000000e+03,1.728000000000000000e+03,2.235000000000000000e+03,2.174000000000000000e+03,2.486000000000000000e+03,1.930000000000000000e+03,1.246000000000000000e+03
1.666000000000000000e+03,2.159000000000000000e+03,1.634000000000000000e+03,1.543000000000000000e+03,1.961000000000000000e+03,1.525000000000000000e+03,3.516000000000000000e+03,2.755000000000000000e+03,1.844000000000000000e+03,2.148000000000000000e+03,3.163000000000000000e+03,1.730000000000000000e+03,0.000000000000000000e+00,2.307000000000000000e+03,2.489000000000000000e+03,3.036000000000000000e+03,1.918000000000000000e+03,2.542000000000000000e+03,1.470000000000000000e+03,1.816000000000000000e+03
2.186000000000000000e+03,2.302000000000000000e+03,1.267000000000000000e+03,9.790000000000000000e+02,1.331000000000000000e+03,2.113000000000000000e+03,2.411000000000000000e+03,9.470000000000000000e+02,8.160000000000000000e+02,2.160000000000000000e+02,1.340000000000000000e+03,1.629000000000000000e+03,2.381000000000000000e+03,0.000000000000000000e+00,6.810000000000000000e+02,1.213000000000000000e+03,1.800000000000000000e+03,1.838000000000000000e+03,2.109000000000000000e+03,8.640000000000000000e+02
1.814000000000000000e+03,1.929000000000000000e+03,1.464000000000000000e+03,1.176000000000000000e+03,9.630000000000000000e+02,2.010000000000000000e+03,1.776000000000000000e+03,6.410000000000000000e+02,9.900000000000000000e+02,6.710000000000000000e+02,1.643000000000000000e+03,1.826000000000000000e+03,2.578000000000000000e+03,7.950000000000000000e+02,0.000000000000000000e+00,1.516000000000000000e+03,1.444000000000000000e+03,1.344000000000000000e+03,2.065000000000000000e+03,1.028000000000000000e+03
2.820000000000000000e+03,2.935000000000000000e+03,1.926000000000000000e+03,1.638000000000000000e+03,1.964000000000000000e+03,2.772000000000000000e+03,2.608000000000000000e+03,9.610000000000000000e+02,1.475000000000000000e+03,1.122000000000000000e+03,4.720000000000000000e+02,2.263000000000000000e+03,3.040000000000000000e+03,1.246000000000000000e+03,1.370000000000000000e+03,0.000000000000000000e+00,2.434000000000000000e+03,2.471000000000000000e+03,2.768000000000000000e+03,1.523000000000000000e+03
8.390000000000000000e+02,9.610000000000000000e+02,1.814000000000000000e+03,1.461000000000000000e+03,6.820000000000000000e+02,1.210000000000000000e+03,1.861000000000000000e+03,1.896000000000000000e+03,1.214000000000000000e+03,1.655000000000000000e+03,2.592000000000000000e+03,2.177000000000000000e+03,1.879000000000000000e+03,1.779000000000000000e+03,1.484000000000000000e+03,2.465000000000000000e+03,0.000000000000000000e+00,8.690000000000000000e+02,1.223000000000000000e+03,1.280000000000000000e+03
9.200000000000000000e+02,1.054000000000000000e+03,2.209000000000000000e+03,1.926000000000000000e+03,1.031000000000000000e+03,1.355000000000000000e+03,1.270000000000000000e+03,1.784000000000000000e+03,1.489000000000000000e+03,1.725000000000000000e+03,2.662000000000000000e+03,2.571000000000000000e+03,2.458000000000000000e+03,1.849000000000000000e+03,1.369000000000000000e+03,2.489000000000000000e+03,8.440000000000000000e+02,0.000000000000000000e+00,1.305000000000000000e+03,1.526000000000000000e+03
4.880000000000000000e+02,9.980000000000000000e+02,1.596000000000000000e+03,1.328000000000000000e+03,1.383000000000000000e+03,9.500000000000000000e+01,2.367000000000000000e+03,2.539000000000000000e+03,1.392000000000000000e+03,1.932000000000000000e+03,2.948000000000000000e+03,1.959000000000000000e+03,1.497000000000000000e+03,2.091000000000000000e+03,2.152000000000000000e+03,2.820000000000000000e+03,1.256000000000000000e+03,1.381000000000000000e+03,0.000000000000000000e+00,1.364000000000000000e+03
1.493000000000000000e+03,1.600000000000000000e+03,8.530000000000000000e+02,4.780000000000000000e+02,9.340000000000000000e+02,1.327000000000000000e+03,2.232000000000000000e+03,1.231000000000000000e+03,7.400000000000000000e+01,6.240000000000000000e+02,1.639000000000000000e+03,1.215000000000000000e+03,1.858000000000000000e+03,7.830000000000000000e+02,9.650000000000000000e+02,1.512000000000000000e+03,1.258000000000000000e+03,1.437000000000000000e+03,1.383000000000000000e+03,0.000000000000000000e+00
